instance_seed,alpha,tuning_seed,achieved_H,params
2,0.3,27,5.46636937,"[1.3164716767406206, 0.09479610485754462]"
2,0.3,28,5.72639388,"[1.3262748854894666, 1.5828772140733602]"
2,0.3,29,5.46636777,"[1.3162596809468807, 0.094768724617934]"
2,0.3,30,5.43885147,"[0.24870946410531722, 2.860829516470901]"
2,0.3,31,4.56077641,"[2.865680301509265, 0.09484318204841774]"
2,0.3,32,4.8049273,"[3.4085080311747125, 1.3850962362966048]"
2,0.3,33,5.44099372,"[2.8924207115680347, 3.0730045051606556]"
2,0.3,34,5.43885259,"[0.2488184377244206, 2.8608217678276238]"
2,0.3,35,5.4388602,"[3.389923896027043, 2.860785397993336]"
2,0.3,36,5.43885205,"[3.3902581681709236, 2.8607645397280157]"
2,0.3,37,4.56077579,"[2.865854522548142, 0.09482184708213759]"
2,0.3,38,4.56077612,"[2.865849288610928, 0.09485907396890046]"
2,0.3,39,6.10429052,"[1.80201964601911, 2.861564225686053]"
2,0.3,40,4.56077634,"[2.86588287070848, 0.09485454300690466]"
2,1.0,1,15.2315758,"[2.871268149194937, 0.9191873203539774]"
2,1.0,2,15.24471067,"[2.876397521498441, -0.8611548486346188]"
2,1.0,3,15.23581149,"[3.418070987878905, 0.8615643075346453]"
2,1.0,4,18.4447625,"[4.961838188728836, 1.306163891721399]"
2,1.0,5,15.23971086,"[2.8623021702515303, 0.9188896795560854]"
2,1.0,6,15.26246905,"[2.856752908307641, 0.9185354487980008]"
2,1.0,7,21.46218525,"[2.3696859256063507, 1.9935233942788573]"
2,1.0,8,19.88735813,"[1.8080996807181537, 2.639535431654199]"
2,1.0,9,15.24274239,"[2.861321352585723, 0.9188610517606213]"
2,1.0,10,20.65842368,"[0.7694325612791854, 0.2312351387112803]"
2,1.0,11,15.01302531,"[0.2705522841805974, 0.416457723957963]"
2,1.0,12,15.59385106,"[2.8755575091785186, 1.3648396779778589]"
2,1.0,13,14.93449249,"[2.8687624084254577, 0.028584818842412]"
2,1.0,14,18.83809516,"[1.8157065289661976, 1.7507896872846258]"
2,1.0,15,15.01389076,"[2.8611552131993245, 0.47341054304476876]"
2,1.0,16,14.93496094,"[2.869108539074832, 0.028591202583838887]"
2,1.0,17,18.84156574,"[1.8106234780883388, 1.750568139214519]"
2,1.0,18,16.08142941,"[2.8808679104838157, 1.810629741924339]"
2,1.0,19,18.95608702,"[2.9042706077253766, 3.5939997279871947]"
2,1.0,20,18.12570221,"[0.249734188440552, 3.0839942007407037]"
2,1.0,21,18.54729072,"[1.3256492819815822, 1.3649376201337216]"
2,1.0,22,16.08406699,"[0.2603454201772469, 1.7505788729170344]"
2,1.0,23,15.59315883,"[2.875011238324961, 1.3648030244255103]"
2,1.0,24,15.59394832,"[2.8755920465194045, 1.3648943785536516]"
2,1.0,25,18.15678106,"[-1.3206836664309238, 0.861423551665022]"
2,1.0,26,21.3791922,"[2.4657335812738643, 1.5477603132619497]"
2,1.0,27,15.23717082,"[2.874427921610742, 0.9192962559312088]"
2,1.0,28,16.67442149,"[2.880627534988364, 2.256275288925125]"
2,1.0,29,18.54917347,"[1.3197961020398399, 1.3646584683293896]"
2,1.0,30,21.1947113,"[2.355651652398939, -1.5661402672389007]"
2,1.0,31,15.23191883,"[2.871521448044713, 0.9191598621825333]"
2,1.0,32,20.90903989,"[0.7637121561293235, 1.121814753127631]"
2,1.0,33,16.07975633,"[2.8797168136093108, 1.8104829553806874]"
2,1.0,34,21.47654262,"[0.7358418475723484, 2.013373948413964]"
2,1.0,35,19.32305663,"[1.807665311932402, 2.1950715522702864]"
2,1.0,36,17.36369455,"[3.3913642118530354, 2.6394843212536707]"
2,1.0,37,16.67653398,"[0.25628546543289754, 2.195117020821372]"
2,1.0,38,18.44604013,"[4.958065762879048, 1.3060481535467388]"
2,1.0,39,16.67686376,"[2.8861862038539865, 2.256419992925051]"
2,1.0,40,15.61317408,"[3.4197320942811924, 1.3064326383285836]"
